GISFIPSCode,AVG_AGE,Current_Smoker_Count,Former_Smoker_count,Smoke_at_all_count,PatientCount,ends_atall,ends_use_100k,Current_Smoker_100k,Former_Smoker_100k,Smoke_at_all_100k
26099,67,3342,6610,9952,20678,545,2640,16170,31970,48130
54055,70,973,1168,2141,3805,183,4810,25580,30700,56270
48387,73,194,272,466,846,18,2130,22940,32160,55090
54017,68,146,179,325,527,28,5320,27710,33970,61670
27015,74,204,448,652,1448,42,2900,14090,30940,45030
48297,67,99,138,237,437,18,4120,22660,31580,54240
2290,67,34,31,65,221,11,1360,15390,14030,29420
30051,70,18,20,38,70,11,1430,25720,28580,54290
13045,65,812,779,1591,4061,167,4120,20000,19190,39180
26143,72,334,534,868,1696,82,4840,19700,31490,51180
13267,63,239,216,455,1090,41,3770,21930,19820,41750
1059,69,208,180,388,829,30,3620,25090,21720,46810
40017,59,1259,1987,3246,6463,703,10880,19480,30750,50230
21041,70,146,179,325,509,25,4920,28690,35170,63850
28047,61,3666,4129,7795,21911,972,4440,16740,18850,35580
26043,65,517,993,1510,3477,120,3460,14870,28560,43430
51157,69,39,63,102,251,11,2390,15540,25100,40640
51003,65,280,787,1067,2533,89,3520,11060,31070,42130
26023,71,361,580,941,1783,67,3760,20250,32530,52780
48165,68,70,103,173,288,11,3480,24310,35770,60070
2150,59,49,62,111,511,11,400,9590,12140,21730
47097,69,238,199,437,897,298,33230,26540,22190,48720
48237,71,59,75,134,233,11,4300,25330,32190,57510
20131,79,44,78,122,447,13,2910,9850,17450,27300
48383,69,17,19,36,63,11,4770,26990,30160,57150
48239,68,110,161,271,468,14,3000,23510,34410,57910
47023,66,167,148,315,597,143,23960,27980,24790,52770
48461,71,27,35,62,113,11,1770,23900,30980,54870
33007,71,333,967,1300,2351,77,3280,14170,41140,55300
53005,69,1109,2312,3421,9258,272,2940,11980,24980,36960
30019,68,16,26,42,88,11,3410,18190,29550,47730
37039,71,434,703,1137,2040,84,4120,21280,34460,55740
5105,69,204,233,437,727,57,7840,28060,32050,60110
36055,71,3008,9435,12443,23473,1287,5490,12820,40200,53010
6109,72,550,1286,1836,3342,141,4220,16460,38480,54940
16007,74,31,91,122,229,11,1750,13540,39740,53280
17009,66,53,28,81,181,11,4420,29290,15470,44760
27163,67,902,2256,3158,8011,261,3260,11260,28170,39420
17007,70,262,648,910,1586,63,3980,16520,40860,57380
42095,71,1075,1926,3001,7729,186,2410,13910,24920,38830
27005,73,385,666,1051,2197,42,1920,17530,30320,47840
48283,64,24,37,61,134,11,1500,17910,27620,45530
13129,67,340,376,716,1505,59,3920,22600,24990,47580
8055,75,111,243,354,733,26,3550,15150,33160,48300
29011,75,126,167,293,561,27,4820,22460,29770,52230
8017,72,11,29,40,67,11,5970,16420,43290,59710
20159,72,61,108,169,393,30,7640,15530,27480,43010
42107,72,1372,3136,4508,7417,203,2740,18500,42290,60780
39111,76,153,317,470,957,25,2620,15990,33130,49120
45023,69,342,361,703,1578,58,3680,21680,22880,44550
21055,70,106,154,260,413,22,5330,25670,37290,62960
42047,76,337,759,1096,2150,288,13400,15680,35310,50980
47103,65,280,413,693,1399,70,5010,20020,29530,49540
47071,70,361,294,655,1303,525,40300,27710,22570,50270
16021,70,150,302,452,995,37,3720,15080,30360,45430
13159,68,135,139,274,580,19,3280,23280,23970,47250
48077,68,129,160,289,516,27,5240,25000,31010,56010
5025,71,111,112,223,421,24,5700,26370,26610,52970
13167,65,74,54,128,346,13,3760,21390,15610,37000
28141,70,173,128,301,645,174,26980,26830,19850,46670
13013,62,471,641,1112,2438,140,5750,19320,26300,45620
47183,68,305,377,682,1163,152,13070,26230,32420,58650
53047,72,431,713,1144,2492,51,2050,17300,28620,45910
51610,56,17,23,40,233,11,1290,7300,9880,17170
12049,72,139,273,412,812,72,8870,17120,33620,50740
22067,70,319,370,689,1235,28,2270,25830,29960,55790
30001,68,114,111,225,508,11,1580,22440,21850,44300
72047,71,51,116,167,705,11,1140,7240,16460,23690
28119,65,62,38,100,239,89,37240,25950,15900,41850
27077,72,47,88,135,285,11,1760,16500,30880,47370
20023,76,19,50,69,133,11,4520,14290,37600,51880
17187,72,162,219,381,772,25,3240,20990,28370,49360
12087,64,732,885,1617,4904,196,4000,14930,18050,32980
55037,70,112,215,327,589,25,4250,19020,36510,55520
26047,71,227,393,620,1348,35,2600,16840,29160,46000
13131,70,266,298,564,1127,44,3910,23610,26450,50050
13123,69,270,406,676,1368,50,3660,19740,29680,49420
13157,64,437,620,1057,2459,129,5250,17780,25220,42990
28055,68,11,11,18,36,11,2780,27780,22230,50000
26151,72,331,559,890,1819,61,3360,18200,30740,48930
13101,69,41,25,66,135,11,5190,30370,18520,48890
46115,76,84,96,180,443,11,2490,18970,21670,40640
31005,73,11,11,11,17,11,0,23530,29420,52950
17109,70,280,423,703,1402,51,3640,19980,30180,50150
17089,68,1242,3508,4750,10001,423,4230,12420,35080,47500
13171,66,178,144,322,754,40,5310,23610,19100,42710
25011,71,433,1346,1779,3227,122,3780,13420,41710,55130
37189,69,253,540,793,1429,50,3500,17710,37790,55500
48203,69,800,932,1732,3159,109,3450,25330,29510,54830
47139,68,197,254,451,760,28,3690,25930,33430,59350
31045,73,119,145,264,597,12,2010,19940,24290,44230
72003,64,59,89,148,854,13,1530,6910,10430,17330
42015,70,629,941,1570,3121,112,3590,20160,30150,50310
29063,71,118,119,237,467,21,4500,25270,25490,50750
46053,75,72,79,151,302,11,3320,23850,26160,50000
21093,60,1976,2928,4904,10614,413,3900,18620,27590,46210
72039,70,29,77,106,361,11,560,8040,21330,29370
13111,71,270,441,711,1382,57,4130,19540,31910,51450
31159,70,168,214,382,913,46,5040,18400,23440,41840
38027,73,30,35,65,150,11,5340,20000,23340,43340
46087,73,70,95,165,410,20,4880,17080,23170,40250
29153,70,219,279,498,790,32,4050,27730,35320,63040
1129,70,118,157,275,536,11,1680,22020,29300,51310
17141,70,372,753,1125,1868,89,4770,19920,40310,60230
48171,73,176,595,771,1545,41,2660,11400,38520,49910
47159,65,196,225,421,742,39,5260,26420,30330,56740
55107,72,187,291,478,830,30,3620,22530,35060,57590
40073,67,81,96,177,311,24,7720,26050,30870,56920
5003,69,225,317,542,875,55,6290,25720,36230,61950
19089,75,94,150,244,523,11,1530,17980,28680,46660
18125,69,118,172,290,478,22,4610,24690,35990,60670
32023,71,854,2533,3387,5683,305,5370,15030,44580,59600
48375,69,1759,1229,2988,7459,547,7340,23590,16480,40060
47129,66,273,314,587,1023,42,4110,26690,30700,57380
48249,66,269,502,771,1487,35,2360,18090,33760,51850
55063,69,864,2141,3005,6140,207,3380,14080,34870,48950
26045,66,583,1073,1656,3562,115,3230,16370,30130,46490
72027,68,70,172,242,731,11,1240,9580,23530,33110
55011,72,130,266,396,704,16,2280,18470,37790,56250
20185,73,28,48,76,175,16,9150,16000,27430,43430
48459,69,573,738,1311,2157,99,4590,26570,34220,60780
40035,71,269,292,561,903,55,6090,29790,32340,62130
72141,62,94,164,258,987,13,1320,9530,16620,26140
5145,67,990,1179,2169,4116,314,7630,24060,28650,52700
49023,70,67,118,185,366,17,4650,18310,32240,50550
20133,75,122,139,261,690,48,6960,17690,20150,37830
16073,70,144,231,375,639,41,6420,22540,36150,58690
22007,72,78,159,237,594,16,2700,13140,26770,39900
28105,65,229,208,437,1190,31,2610,19250,17480,36730
51197,69,326,444,770,1433,71,4960,22750,30990,53740
27147,70,206,428,634,1409,31,2200,14620,30380,45000
48391,68,80,102,182,341,12,3520,23460,29920,53380
29199,76,38,69,107,227,11,2650,16740,30400,47140
1027,68,199,130,329,731,20,2740,27230,17790,45010
8121,70,37,88,125,200,11,4000,18500,44000,62500
17135,71,206,324,530,1045,31,2970,19720,31010,50720
51091,73,23,24,47,112,11,1790,20540,21430,41970
51720,72,58,80,138,210,11,3340,27620,38100,65720
19139,68,312,405,717,1478,84,5690,21110,27410,48520
8009,78,27,47,74,151,11,1990,17880,31130,49010
48257,59,1019,1723,2742,5841,364,6240,17450,29500,46950
53063,67,4628,9034,13662,35188,1447,4120,13160,25680,38830
5089,70,343,529,872,1480,83,5610,23180,35750,58920
29113,65,473,633,1106,2014,104,5170,23490,31430,54920
26019,71,172,303,475,952,26,2740,18070,31830,49900
4011,69,86,45,131,376,32,8510,22880,11970,34840
28043,69,217,186,403,931,122,13110,23310,19980,43290
50017,67,269,622,891,1737,76,4380,15490,35810,51300
17137,70,239,338,577,1172,45,3840,20400,28840,49240
72061,64,211,468,679,3402,37,1090,6210,13760,19960
28147,71,122,125,247,567,11,1770,21520,22050,43570
12105,67,5459,12937,18396,36668,2332,6360,14890,35290,50170
32007,65,415,699,1114,1931,85,4410,21500,36200,57690
22015,65,1759,1672,3431,9114,248,2730,19300,18350,37650
18051,71,291,548,839,1417,76,5370,20540,38680,59210
39143,69,431,1092,1523,2386,75,3150,18070,45770,63830
51690,70,143,209,352,665,30,4520,21510,31430,52940
20191,69,137,228,365,956,112,11720,14330,23850,38180
48285,73,139,256,395,712,23,3230,19530,35960,55480
13269,70,69,63,132,301,15,4990,22930,20930,43860
40067,71,68,80,148,252,19,7540,26990,31750,58730
8061,73,17,20,37,55,11,7280,30910,36370,67280
40143,66,4965,7477,12442,24319,1348,5550,20420,30750,51170
29147,74,110,195,305,704,24,3410,15630,27700,43330
6051,66,46,82,128,286,14,4900,16090,28680,44760
48211,73,23,28,51,105,11,6670,21910,26670,48580
27043,71,145,212,357,800,27,3380,18130,26500,44630
22001,70,458,699,1157,2121,40,1890,21600,32960,54550
40135,69,797,967,1764,2790,185,6630,28570,34660,63230
21223,68,112,165,277,397,11,2770,28220,41570,69780
6075,62,1989,2277,4266,20082,857,4270,9910,11340,21250
28065,67,118,109,227,463,15,3240,25490,23550,49030
40041,71,776,1342,2118,3099,286,9230,25040,43310,68350
8101,66,2042,3526,5568,10599,475,4490,19270,33270,52540
34017,53,1304,1949,3253,12147,251,2070,10740,16050,26780
37145,69,301,556,857,1637,93,5690,18390,33970,52360
28049,65,2015,1775,3790,12626,311,2470,15960,14060,30020
45033,65,264,264,528,1253,25,2000,21070,21070,42140
29163,70,146,200,346,734,34,4640,19900,27250,47140
29123,71,272,352,624,1041,37,3560,26130,33820,59950
12061,74,1276,2736,4012,10480,378,3610,12180,26110,38290
36109,70,278,782,1060,1958,68,3480,14200,39940,54140
18103,69,502,915,1417,2661,85,3200,18870,34390,53250
26109,71,327,671,998,1786,88,4930,18310,37570,55880
21127,70,217,296,513,825,50,6060,26310,35880,62190
35057,67,237,317,554,1095,62,5670,21650,28950,50600
18165,70,199,282,481,889,101,11370,22390,31730,54110
51139,73,205,268,473,1016,49,4830,20180,26380,46560
27019,69,316,865,1181,2818,104,3690,11220,30700,41910
17025,72,172,278,450,720,23,3200,23890,38620,62500
35033,71,57,76,133,335,21,6270,17020,22690,39710
42087,74,416,794,1210,2681,345,12870,15520,29620,45140
29181,70,299,288,587,998,37,3710,29960,28860,58820
26085,72,193,256,449,793,37,4670,24340,32290,56620
31049,73,36,41,77,134,11,5970,26870,30600,57470
20057,76,121,201,322,1018,69,6780,11890,19750,31630
8065,62,31,46,77,192,11,4170,16150,23960,40110
39125,70,148,249,397,708,35,4950,20910,35170,56080
17139,71,95,187,282,556,34,6120,17090,33640,50720
40057,68,22,27,49,107,13,12150,20560,25240,45800
54033,66,1394,1765,3159,6525,266,4080,21370,27050,48420
45085,62,1447,1931,3378,8796,289,3290,16450,21960,38410
1043,67,728,572,1300,3137,138,4400,23210,18240,41440
21125,68,706,893,1599,2737,183,6690,25800,32630,58430
16063,70,45,81,126,224,12,5360,20090,36160,56250
47169,64,99,112,211,381,29,7620,25990,29400,55380
13317,68,95,113,208,498,11,2210,19080,22690,41770
39037,72,342,373,715,2032,106,5220,16830,18360,35190
5143,63,2239,3550,5789,12569,840,6690,17820,28250,46060
5035,65,489,321,810,2082,644,30940,23490,15420,38910
16005,67,665,1469,2134,3913,221,5650,17000,37550,54540
18017,71,318,625,943,1708,68,3990,18620,36600,55210
40147,70,510,846,1356,2442,106,4340,20890,34650,55530
22059,72,172,161,333,631,11,1590,27260,25520,52780
21183,71,185,310,495,955,41,4300,19380,32460,51840
48173,76,11,11,14,23,11,0,17400,43480,60870
18013,68,188,288,476,874,47,5380,21510,32960,54470
41023,72,132,197,329,642,19,2960,20560,30690,51250
13219,67,124,206,330,837,20,2390,14820,24620,39430
37183,60,3816,7591,11407,27896,1009,3620,13680,27220,40900
51041,62,2289,4671,6960,16287,619,3800,14060,28680,42740
17077,64,551,874,1425,2671,126,4720,20630,32730,53350
26157,68,460,740,1200,2586,145,5610,17790,28620,46410
40037,68,836,1120,1956,3417,216,6330,24470,32780,57250
5037,69,194,130,324,698,127,18200,27800,18630,46420
31087,74,31,42,73,152,11,1980,20400,27640,48030
39171,70,301,643,944,1470,50,3410,20480,43750,64220
17131,70,171,247,418,790,36,4560,21650,31270,52920
22101,70,345,538,883,1767,40,2270,19530,30450,49980
55141,72,776,1903,2679,4319,150,3480,17970,44070,62030
13147,70,189,290,479,1022,39,3820,18500,28380,46870
72113,71,340,609,949,6043,32,530,5630,10080,15710
20053,72,51,75,126,322,20,6220,15840,23300,39130
46035,73,181,258,439,1154,29,2520,15690,22360,38050
48279,70,103,99,202,478,21,4400,21550,20720,42260
38061,66,85,71,156,356,15,4220,23880,19950,43820
48311,61,11,11,13,25,11,0,28000,24000,52000
31059,77,74,102,176,459,22,4800,16130,22230,38350
16069,75,511,976,1487,3671,79,2160,13920,26590,40510
36049,66,227,507,734,1146,33,2880,19810,44240,64050
29067,70,12,34,46,75,11,5340,16000,45340,61340
13113,64,481,992,1473,5002,159,3180,9620,19840,29450
5081,71,181,168,349,651,31,4770,27810,25810,53610
48473,60,295,450,745,1660,63,3800,17780,27110,44880
16087,71,170,277,447,754,54,7170,22550,36740,59290
19077,72,110,164,274,604,19,3150,18220,27160,45370
6043,70,198,444,642,1063,44,4140,18630,41770,60400
1065,67,125,88,213,756,15,1990,16540,11640,28180
42093,69,76,158,234,603,14,2330,12610,26210,38810
48017,74,22,30,52,157,11,3830,14020,19110,33130
19169,66,338,516,854,2269,81,3570,14900,22750,37640
5027,70,280,250,530,940,43,4580,29790,26600,56390
45075,68,862,1178,2040,4768,173,3630,18080,24710,42790
21135,71,155,191,346,578,25,4330,26820,33050,59870
42085,73,1202,2539,3741,6501,164,2530,18490,39060,57550
37107,68,511,856,1367,3046,95,3120,16780,28110,44880
53073,66,816,1684,2500,6155,188,3060,13260,27360,40620
21017,70,212,332,544,976,49,5020,21730,34020,55740
2020,59,2556,4197,6753,17654,692,3920,14480,23780,38260
48373,69,872,1202,2074,3773,160,4240,23120,31860,54970
48487,68,105,111,216,441,22,4990,23810,25170,48980
48111,71,51,39,90,196,21,10720,26020,19900,45920
47045,68,384,354,738,1459,443,30370,26320,24270,50590
51520,72,215,389,604,1043,62,5950,20620,37300,57910
31167,71,35,96,131,270,17,6300,12970,35560,48520
20027,66,105,155,260,600,31,5170,17500,25840,43340
26083,71,34,90,124,199,11,3520,17090,45230,62320
26145,68,1496,2089,3585,9250,555,6000,16180,22590,38760
42053,73,101,205,306,425,15,3530,23770,48240,72000
51195,69,457,593,1050,1735,109,6290,26340,34180,60520
4005,61,681,1326,2007,4359,154,3540,15630,30420,46050
55093,65,247,452,699,1456,32,2200,16970,31050,48010
22055,65,1609,2392,4001,8332,170,2040,19320,28710,48020
37151,68,1063,1749,2812,5308,223,4210,20030,32950,52980
48261,65,11,11,11,11,11,0,25000,75000,100000
48087,73,37,25,62,121,11,5790,30580,20670,51240
39033,73,459,891,1350,2484,90,3630,18480,35870,54350
37075,73,87,136,223,412,13,3160,21120,33010,54130
47105,70,422,935,1357,2629,72,2740,16060,35570,51620
42039,72,1059,2351,3410,5408,232,4290,19590,43480,63060
20045,64,471,699,1170,3156,162,5140,14930,22150,37080
1023,69,115,96,211,612,11,490,18790,15690,34480
30097,70,40,56,96,249,11,2010,16070,22490,38560
45045,65,2929,4235,7164,17634,688,3910,16610,24020,40630
21083,71,448,732,1180,1719,148,8610,26070,42590,68650
32021,70,112,166,278,462,24,5200,24250,35930,60180
56043,72,87,181,268,475,11,2110,18320,38110,56430
37081,65,3020,4850,7870,16830,575,3420,17950,28820,46770
22127,70,186,161,347,691,16,2320,26920,23300,50220
27085,72,267,655,922,1883,72,3830,14180,34790,48970
18133,68,346,423,769,1451,100,6900,23850,29160,53000
27075,77,136,222,358,878,18,2050,15490,25290,40780
47101,66,150,185,335,644,35,5440,23300,28730,52020
54071,75,97,115,212,501,15,3000,19370,22960,42320
8073,65,48,72,120,230,16,6960,20870,31310,52180
6073,60,15395,28498,43893,155906,6472,4160,9880,18280,28160
18027,71,228,413,641,1057,52,4920,21570,39080,60650
51570,66,191,360,551,1129,57,5050,16920,31890,48810
42043,67,1816,3690,5506,10143,359,3540,17910,36380,54290
2170,59,1328,2208,3536,7747,267,3450,17150,28510,45650
47043,64,478,567,1045,2226,168,7550,21480,25480,46950
37065,68,445,619,1064,2106,74,3520,21130,29400,50530
41013,70,363,629,992,1897,101,5330,19140,33160,52300
38055,72,121,190,311,558,12,2150,21690,34050,55740
27105,77,104,234,338,867,29,3350,12000,26990,38990
20137,76,34,65,99,250,11,3600,13600,26000,39600
1117,64,969,1038,2007,6959,247,3550,13930,14920,28840
25017,68,3590,10387,13977,36333,1246,3430,9880,28590,38470
55105,69,1349,2447,3796,6563,403,6140,20560,37290,57840
22087,62,225,235,460,1210,88,7280,18600,19430,38020
29009,71,495,827,1322,1988,132,6640,24900,41600,66500
29177,70,231,327,558,1139,54,4750,20280,28710,48990
13205,66,206,172,378,811,24,2960,25400,21210,46610
17103,71,275,503,778,1425,44,3090,19300,35300,54600
48395,70,183,270,453,793,38,4800,23080,34050,57130
36113,70,470,877,1347,2772,73,2640,16960,31640,48600
39127,70,412,490,902,1849,57,3090,22290,26500,48790
5009,70,538,922,1460,2231,142,6370,24120,41330,65450
31107,76,111,153,264,594,17,2870,18690,25760,44450
30077,67,152,157,309,601,24,4000,25300,26130,51420
21151,63,898,1453,2351,4472,331,7410,20080,32500,52580
51073,62,391,557,948,2037,82,4030,19200,27350,46540
51085,66,450,1104,1554,3414,120,3520,13190,32340,45520
48333,72,64,72,136,251,25,9960,25500,28690,54190
16033,75,11,11,15,23,11,8700,17400,47830,65220
12009,66,7489,16914,24403,50332,2165,4310,14880,33610,48490
40031,61,2731,3801,6532,12852,889,6920,21250,29580,50830
42061,73,477,743,1220,3006,424,14110,15870,24720,40590
12123,70,409,404,813,1427,74,5190,28670,28320,56980
27103,71,173,394,567,1382,37,2680,12520,28510,41030
51025,70,188,265,453,773,24,3110,24320,34290,58610
41005,65,2204,4376,6580,15968,788,4940,13810,27410,41210
51069,65,556,879,1435,3949,136,3450,14080,22260,36340
28027,70,191,113,304,764,280,36650,25000,14790,39790
26017,68,846,1322,2168,5009,306,6110,16890,26400,43290
47051,69,537,850,1387,2284,124,5430,23520,37220,60730
40123,69,424,627,1051,1751,172,9830,24220,35810,60030
42097,72,667,1353,2020,3603,112,3110,18520,37560,56070
19051,73,78,78,156,336,11,2680,23220,23220,46430
29111,72,129,145,274,537,18,3360,24030,27010,51030
20039,80,14,44,58,147,11,2040,9530,29940,39460
21153,72,107,116,223,384,11,2090,27870,30210,58080
54095,70,116,128,244,412,18,4370,28160,31070,59230
55073,70,909,1964,2873,5139,158,3080,17690,38220,55910
50023,68,349,740,1089,2200,78,3550,15870,33640,49500
17081,71,441,792,1233,2050,105,5130,21520,38640,60150
28029,70,293,247,540,1473,27,1840,19900,16770,36660
41069,78,31,40,71,134,11,2990,23140,29850,52990
12111,69,2450,4478,6928,20919,1028,4920,11720,21410,33120
42091,73,2124,6221,8345,20362,389,1910,10440,30560,40990
6045,73,562,1018,1580,3689,197,5340,15240,27600,42830
55043,71,386,646,1032,1904,100,5260,20280,33930,54210
29131,71,364,378,742,1458,69,4740,24970,25930,50900
27101,76,84,159,243,522,15,2880,16100,30460,46560
38047,75,17,34,51,106,11,1890,16040,32080,48120
48103,68,20,25,45,82,11,9760,24390,30490,54880
39145,71,1040,1244,2284,4501,220,4890,23110,27640,50750
39057,63,1118,1377,2495,9356,359,3840,11950,14720,26670
56023,68,109,291,400,762,17,2230,14310,38190,52500
28125,71,36,33,69,193,11,3630,18660,17100,35760
36027,70,1204,3801,5005,10754,254,2370,11200,35350,46540
51650,59,2242,2803,5045,13190,534,4050,17000,21250,38250
27093,72,290,503,793,1495,64,4280,19400,33650,53050
30093,69,494,634,1128,2351,76,3240,21020,26970,47980
29171,75,58,77,135,244,11,4100,23770,31560,55330
30057,72,109,140,249,580,11,1210,18800,24140,42940
51111,68,147,192,339,631,15,2380,23300,30430,53730
37049,60,1171,2002,3173,7318,255,3490,16010,27360,43360
36031,72,318,809,1127,1786,39,2190,17810,45300,63110
22105,65,1012,1153,2165,4980,313,6290,20330,23160,43480
55053,68,273,426,699,1353,73,5400,20180,31490,51670
39121,73,173,206,379,754,33,4380,22950,27320,50270
26027,72,407,797,1204,2345,87,3710,17360,33990,51350
20117,73,82,104,186,530,18,3400,15480,19630,35100
72081,69,43,113,156,563,11,1600,7640,20080,27710
39047,70,306,353,659,1509,70,4640,20280,23400,43680
45089,67,280,339,619,1498,60,4010,18700,22630,41330
55103,73,203,333,536,902,68,7540,22510,36920,59430
31149,80,17,18,35,84,11,0,20240,21430,41670
48105,67,14,19,33,69,11,2900,20290,27540,47830
25015,67,901,2070,2971,6933,245,3540,13000,29860,42860
30067,67,158,216,374,880,33,3750,17960,24550,42500
17019,67,708,1112,1820,4447,369,8300,15920,25010,40930
39137,71,122,240,362,912,19,2090,13380,26320,39700
17063,65,216,493,709,1400,63,4500,15430,35220,50650
47121,67,164,219,383,636,19,2990,25790,34440,60220
20013,71,95,100,195,467,25,5360,20350,21420,41760
48455,71,286,317,603,1035,49,4740,27640,30630,58260
38081,70,44,49,93,185,11,2170,23790,26490,50270
54081,68,1497,1553,3050,6496,254,3910,23050,23910,46960
29029,70,711,989,1700,3247,161,4960,21900,30460,52360
39009,70,630,757,1387,2673,105,3930,23570,28320,51890
51031,69,401,845,1246,2413,72,2990,16620,35020,51640
53049,72,276,479,755,1441,64,4450,19160,33240,52400
51065,67,155,354,509,1058,46,4350,14650,33460,48110
20051,74,118,321,439,1020,57,5590,11570,31470,43040
13093,68,83,75,158,382,11,2360,21730,19640,41370
42005,72,901,1625,2526,3991,140,3510,22580,40720,63300
47163,69,2274,3675,5949,10566,603,5710,21530,34790,56310
30101,67,61,96,157,303,11,3300,20140,31690,51820
6011,69,98,137,235,500,14,2800,19600,27400,47000
56041,67,150,277,427,779,28,3600,19260,35560,54820
13213,68,299,382,681,1100,30,2730,27190,34730,61910
19027,74,159,348,507,1033,20,1940,15400,33690,49080
37161,71,772,1326,2098,3673,173,4710,21020,36110,57120
13141,66,60,82,142,368,13,3540,16310,22290,38590
13087,66,275,269,544,1131,34,3010,24320,23790,48100
37199,73,176,349,525,985,27,2750,17870,35440,53300
21021,68,264,468,732,1371,68,4960,19260,34140,53400
51015,70,517,859,1376,2914,132,4530,17750,29480,47220
38017,63,1528,2320,3848,11250,303,2700,13590,20630,34210
13179,53,1261,1524,2785,7696,260,3380,16390,19810,36190
48471,64,455,597,1052,2067,73,3540,22020,28890,50900
39147,71,392,945,1337,2119,50,2360,18500,44600,63100
37155,64,1235,1373,2608,5601,134,2400,22050,24520,46570
1079,68,235,183,418,962,28,2910,24430,19030,43460
6079,71,1091,3380,4471,9195,257,2800,11870,36760,48630
5121,71,270,415,685,1156,60,5190,23360,35900,59260
39065,72,222,358,580,1351,40,2960,16440,26500,42940
28037,74,69,89,158,366,11,2460,18860,24320,43170
53061,62,3217,5158,8375,19388,1028,5310,16600,26610,43200
20061,54,603,835,1438,3889,244,6280,15510,21470,36980
51840,69,169,257,426,1191,48,4030,14190,21580,35770
29215,66,486,590,1076,1913,77,4030,25410,30850,56250
18123,70,172,316,488,848,29,3420,20290,37270,57550
12033,64,4195,7327,11522,24747,774,3130,16960,29610,46560
48493,64,503,843,1346,3922,106,2710,12830,21500,34320
51800,55,783,1259,2042,6349,209,3300,12340,19830,32170
37035,69,1309,2341,3650,7156,253,3540,18300,32720,51010
17179,68,850,1618,2468,4846,262,5410,17540,33390,50930
47153,67,186,242,428,709,32,4520,26240,34140,60370
28069,70,58,89,147,338,12,3550,17160,26340,43500
46095,68,27,13,40,84,11,2380,32150,15480,47620
48377,68,11,35,46,131,11,2290,8400,26720,35120
51590,71,498,717,1215,2248,82,3650,22160,31900,54050
21185,64,334,626,960,2233,74,3320,14960,28040,43000
27157,71,174,413,587,1165,23,1980,14940,35450,50390
5085,60,1127,1468,2595,5777,391,6770,19510,25420,44920
26165,69,386,517,903,1724,81,4700,22390,29990,52380
39077,69,493,1101,1594,2421,119,4920,20370,45480,65840
37043,71,148,295,443,812,28,3450,18230,36330,54560
72151,71,51,107,158,629,11,320,8110,17020,25120
72079,73,28,103,131,785,11,770,3570,13130,16690
28015,71,82,80,162,356,11,2530,23040,22480,45510
38087,70,11,11,13,31,11,0,12910,29040,41940
34011,73,653,973,1626,4630,96,2080,14110,21020,35120
55071,70,623,1446,2069,3754,172,4590,16600,38520,55120
1013,67,192,148,340,862,40,4640,22280,17170,39450
28111,68,136,137,273,534,21,3940,25470,25660,51130
45031,67,566,582,1148,2994,99,3310,18910,19440,38350
1087,66,343,265,608,1823,288,15800,18820,14540,33360
19133,73,101,108,209,537,24,4470,18810,20120,38920
30083,67,154,108,262,575,11,1050,26790,18790,45570
19093,76,44,95,139,366,14,3830,12030,25960,37980
29173,70,120,164,284,543,22,4060,22100,30210,52310
72117,70,36,46,82,392,11,2040,9190,11740,20920
42023,74,55,140,195,369,37,10030,14910,37940,52850
38013,72,19,16,35,99,11,3030,19200,16170,35360
27109,68,585,1436,2021,4605,135,2940,12710,31190,43890
27065,71,250,380,630,1091,57,5230,22920,34830,57750
8043,67,598,1057,1655,3108,144,4640,19240,34010,53250
20097,76,17,19,36,88,11,4550,19320,21590,40910
38041,73,17,33,50,102,11,2950,16670,32360,49020
8077,67,2100,3919,6019,12917,695,5380,16260,30340,46600
18183,69,274,560,834,1382,85,6150,19830,40520,60350
48199,66,624,730,1354,2421,99,4090,25780,30160,55930
48233,71,330,231,561,1171,112,9570,28190,19730,47910
48175,69,58,91,149,285,11,1060,20350,31930,52280
48163,63,91,98,189,426,12,2820,21370,23010,44370
48445,72,67,61,128,294,11,2040,22790,20750,43540
22017,67,3168,2467,5635,13824,342,2480,22920,17850,40770
13057,63,903,1499,2402,6392,255,3990,14130,23460,37580
13273,66,87,93,180,383,12,3140,22720,24290,47000
18107,69,318,375,693,1446,118,8160,22000,25940,47930
5013,69,55,91,146,228,20,8780,24130,39920,64040
32005,71,450,1372,1822,3406,165,4850,13220,40290,53500
19193,73,883,1170,2053,4942,207,4190,17870,23680,41550
18067,68,799,1303,2102,4266,177,4150,18730,30550,49280
21085,68,323,405,728,1169,51,4370,27630,34650,62280
8041,56,7153,12866,20019,52762,2302,4370,13560,24390,37950
55035,68,617,1211,1828,3591,123,3430,17190,33730,50910
17069,70,63,96,159,259,23,8880,24330,37070,61390
20181,73,44,78,122,204,11,2450,21570,38240,59810
22009,68,482,542,1024,2134,82,3850,22590,25400,47990
48167,63,2597,3073,5670,12455,495,3980,20860,24680,45530
40079,69,866,937,1803,2936,172,5860,29500,31920,61410
19109,78,145,256,401,928,25,2700,15630,27590,43220
51683,57,97,115,212,733,26,3550,13240,15690,28930
37097,67,1335,2277,3612,7236,309,4270,18450,31470,49920
37125,63,866,1471,2337,6270,164,2620,13820,23460,37280
22119,71,613,535,1148,2208,54,2450,27770,24230,52000
31133,76,24,42,66,171,11,2930,14040,24570,38600
